,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind
22,0.41666666666666663,0.5833333333333333,0.3333333333333333,0.25,0.41666666666666663,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.5833333333333333,0.5833333333333333,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666
23,0.41666666666666663,0.5,0.5833333333333333,0.75,0.41666666666666663,0.25,0.41666666666666663,0.5,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5,0.3333333333333333,0.5,0.41666666666666663,0.16666666666666666,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
24,0.25,0.16666666666666666,0.25,0.25,0.41666666666666663,0.3333333333333333,0.41666666666666663,0.5,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.5,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
25,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.5,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.5,0.5,0.41666666666666663,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3833333333333333,0.39166666666666666,0.4083333333333333,0.3833333333333333,0.3333333333333333
26,0.26666666666666666,0.19999999999999998,0.13333333333333333,0.09999999999999999,0.14166666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.25,0.16666666666666666,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.3333333333333333,0.16666666666666666,0.16666666666666666
27,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.25,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.5,0.41666666666666663,0.5,0.5833333333333333,0.5833333333333333,0.5,0.5833333333333333,0.5833333333333333
28,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.6666666666666666,0.6666666666666666,0.75,0.8333333333333333,0.9166666666666666,0.8333333333333333,1.0,0.8333333333333333,0.75,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.5,0.5,0.5,0.5833333333333333,0.5833333333333333,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.6666666666666666
29,0.75,0.6666666666666666,0.75,0.5833333333333333,0.41666666666666663,0.6666666666666666,0.25,0.5,0.3333333333333333,0.5,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5833333333333333,0.5833333333333333,0.6666666666666666,0.6666666666666666
30,0.5,0.5833333333333333,0.6666666666666666,0.5833333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.5833333333333333,0.5,0.5833333333333333,0.5833333333333333,0.5,0.5833333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.25,0.41666666666666663,0.3333333333333333,0.25
31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.6666666666666666,0.5,0.5,0.5,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.5,0.25,0.25,0.25
32,0.25,0.3333333333333333,0.25,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663
33,0.41666666666666663,0.3333333333333333,0.5,0.5,0.41666666666666663,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,0.3333333333333333,0.25,0.25,0.16666666666666666,0.25,0.16666666666666666
34,0.16666666666666666,0.25,0.25,0.25,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5,0.5,0.41666666666666663,0.3333333333333333,0.3333333333333333
35,0.25,0.25,0.16666666666666666,0.25,0.25,0.3333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2833333333333333,0.2833333333333333,0.3,0.2833333333333333,0.2583333333333333
36,0.21666666666666667,0.175,0.13333333333333333,0.11666666666666665,0.14166666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
37,0.25,0.3333333333333333,0.3333333333333333,0.25,0.25,0.0,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.25,0.3333333333333333,0.25,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.25,0.25,0.25
38,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
39,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.25,0.16666666666666666,0.25
40,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.5,0.41666666666666663,0.5833333333333333,0.5,0.5,0.41666666666666663,0.5,0.41666666666666663,0.5,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333
41,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.25,0.25,0.16666666666666666,0.25,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.3333333333333333
42,0.25,0.41666666666666663,0.41666666666666663,0.5,0.5,0.41666666666666663,0.41666666666666663,0.5,0.41666666666666663,0.5833333333333333,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.5,0.5,0.41666666666666663,0.8333333333333333,0.6666666666666666,0.75,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5,0.5
43,0.41666666666666663,0.5833333333333333,0.5,0.5,0.5,0.5,0.41666666666666663,0.25,0.5,0.5833333333333333,0.5,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.41666666666666663
44,0.5,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.5,0.5,0.5,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
45,0.25,0.16666666666666666,0.16666666666666666,0.25,0.25,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.25,0.3333333333333333,0.25,0.16666666666666666
46,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.25,0.25,0.25,0.3333333333333333,0.25,0.3333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333
47,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.049999999999999996,0.10833333333333334,0.15833333333333333
48,0.2583333333333333,0.2833333333333333,0.30833333333333335,0.27499999999999997,0.2833333333333333,0.25,0.16666666666666666,0.25,0.16666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.25,0.25,0.16666666666666666,0.25,0.25,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.5,0.41666666666666663
49,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.6666666666666666,0.6666666666666666,0.75,0.5833333333333333,0.5,0.5833333333333333,0.5,0.5,0.5833333333333333,0.5833333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.5,0.5,0.5,0.5,0.5,0.5833333333333333,0.5833333333333333
50,0.5833333333333333,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.25,0.16666666666666666,0.25,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.25,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.5,0.5833333333333333,0.3333333333333333
51,0.5,0.41666666666666663,0.25,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.16666666666666666,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.25,0.25,0.16666666666666666,0.25,0.25,0.3333333333333333,0.3333333333333333,0.25,0.41666666666666663,0.5
52,0.5,0.41666666666666663,0.5,0.5,0.5833333333333333,0.6666666666666666,0.5833333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5833333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.5,0.41666666666666663
53,0.25,0.3333333333333333,0.16666666666666666,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.25,0.25,0.25,0.25,0.25,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333
54,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.25,0.25,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.08333333333333333,0.25,0.25,0.5,0.41666666666666663,0.5
55,0.5,0.41666666666666663,0.41666666666666663,0.5,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.25,0.25,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.25,0.3333333333333333,0.5,0.5,0.5
56,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333
57,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.09166666666666667,0.06666666666666667,0.03333333333333333,0.024999999999999998,0.049999999999999996
58,0.09166666666666667,0.125,0.15,0.15833333333333333,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.25,0.25,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.5,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.25,0.3333333333333333,0.26666666666666666,0.375
59,0.39166666666666666,0.41666666666666663,0.43333333333333335,0.4583333333333333,0.475,0.5833333333333333,0.5,0.5833333333333333,0.6666666666666666,0.75,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.6666666666666666,0.75,0.75,0.6666666666666666,0.5833333333333333,0.41666666666666663,0.41666666666666663,0.5,0.41666666666666663,0.35,0.375
60,0.30833333333333335,0.3333333333333333,0.18333333333333335,0.5416666666666666,0.39166666666666666,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.5,0.5,0.5833333333333333,0.5833333333333333,0.5,0.41666666666666663,0.5,0.5833333333333333,0.5,0.41666666666666663,0.5833333333333333,0.6083333333333333,0.7249999999999999
61,0.8416666666666666,0.7916666666666666,0.9,0.9333333333333332,0.8833333333333333,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.41666666666666663,0.3333333333333333,0.41666666666666663,0.5833333333333333,0.5833333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.41666666666666663,0.41666666666666663,0.31666666666666665,0.39166666666666666
62,0.3833333333333333,0.375,0.3583333333333333,0.35,0.42499999999999993,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.5,0.5,0.5833333333333333,0.41666666666666663,0.5,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.3416666666666666,0.18333333333333335
63,0.27499999999999997,0.29166666666666663,0.3,0.225,0.2333333333333333,0.25,0.16666666666666666,0.25,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.5,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.30833333333333335,0.375
64,0.26666666666666666,0.3333333333333333,0.30833333333333335,0.29166666666666663,0.18333333333333335,0.25,0.3333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.5833333333333333,0.5833333333333333,0.5,0.41666666666666663,0.25,0.3333333333333333,0.25,0.25,0.3333333333333333,0.31666666666666665,0.39166666666666666
65,0.3833333333333333,0.375,0.3583333333333333,0.35,0.3416666666666666,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5833333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.39999999999999997,0.39166666666666666
66,0.3,0.20833333333333331,0.19166666666666665,0.35,0.3416666666666666,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.5833333333333333,0.5,0.5833333333333333,0.5833333333333333,0.5,0.5166666666666666,0.5416666666666666
67,0.5583333333333333,0.5833333333333333,0.5166666666666666,0.5416666666666666,0.5583333333333333,0.5,0.41666666666666663,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.18333333333333335,0.19166666666666665,0.175,0.16666666666666666,0.15
68,0.15,0.14166666666666666,0.14166666666666666,0.125,0.14166666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.25,0.25,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.24166666666666664,0.27499999999999997
69,0.5166666666666666,0.5916666666666666,0.625,0.4916666666666667,0.5666666666666667,0.5,0.5833333333333333,0.6666666666666666,0.5833333333333333,0.75,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.5833333333333333,0.5,0.5833333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.09166666666666667,0.09999999999999999
70,0.024999999999999998,0.0,0.0,0.016666666666666666,0.024999999999999998,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.06666666666666667,0.09999999999999999
71,0.18333333333333335,0.175,0.15833333333333333,0.09999999999999999,0.14166666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.25,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.20833333333333331,0.16666666666666666
72,0.3,0.20833333333333331,0.25,0.20833333333333331,0.20833333333333331,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5,0.5,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.31666666666666665,0.21666666666666667
73,0.31666666666666665,0.3,0.44166666666666665,0.42499999999999993,0.5333333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.5,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.41666666666666663,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42499999999999993,0.5
74,0.4583333333333333,0.31666666666666665,0.26666666666666666,0.26666666666666666,0.175,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.25,0.25,0.175,0.21666666666666667,0.3416666666666666,0.3,0.3,0.3,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.2583333333333333,0.3,0.2833333333333333,0.30833333333333335
